id,observed_on,user_id,place_guess,latitude,longitude,positional_accuracy,scientific_name_sub,common_name,taxon_id,taxon_order_name,taxon_family_name,taxon_genus_name,taxon_subspecies_name,scientific_name
39943670,2020-02-24,2185068,"Ushuaia Department, Tierra del Fuego Province, Argentina",-54.8467621813,-68.5764312744,1883.0,Zonotrichia capensis,Chingolo,9183,Passeriformes,Passerellidae,Zonotrichia,,Zonotrichia capensis
40049677,2013-12-30,83785,"RN3 3057, V9410 AEI, Tierra del Fuego, Argentina",-54.8544716449,-68.5747369498,110.0,Phrygilus patagonicus,Comesebo patagónico,10089,Passeriformes,Thraupidae,Phrygilus,,Phrygilus patagonicus
40049678,2013-12-30,83785,"Tierra del Fuego National Park, AR-TF-US, AR-TF, AR",-54.8544485997,-68.5746189323,28.0,Cinclodes patagonicus,Remolinera araucana,11379,Passeriformes,Furnariidae,Cinclodes,,Cinclodes patagonicus
40049684,2013-12-30,83785,"Tierra del Fuego National Park, AR-TF-US, AR-TF, AR",-54.8545412413,-68.5748442378,38.0,Enicognathus ferrugineus,Cachaña,19262,Psittaciformes,Psittacidae,Enicognathus,,Enicognathus ferrugineus
40049688,2013-12-30,83785,"Dipartimento di Ushuaia, Terra del Fuoco, Argentina",-54.8549179816,-68.5796292987,109.0,Daptrius chimango,Chimango,1432781,Falconiformes,Falconidae,Daptrius,,Daptrius chimango
40049690,2013-12-30,83785,"Dipartimento di Ushuaia, Terra del Fuoco, Argentina",-54.8548789548,-68.5795386036,135.0,Zonotrichia capensis,Chingolo,9183,Passeriformes,Passerellidae,Zonotrichia,,Zonotrichia capensis
40797825,2020-03-11,44783,"Ushuaia Department, Tierra del Fuego Province, Argentina",-54.8552318012,-68.5733950138,50.0,Nycticorax nycticorax,Garza bruja,4981,Pelecaniformes,Ardeidae,Nycticorax,,Nycticorax nycticorax
40818326,2020-03-27,1570706,"Ushuaia, Tierra del Fuego, Argentina",-54.8240206305,-68.3554792198,4.0,Pyrope pyrope,Diucón,1289529,Passeriformes,Tyrannidae,Pyrope,,Pyrope pyrope
40996703,2014-10-18,2530149,"Ushuaia, Tierra del Fuego, Argentina",-54.8078471792,-68.3019229694,1519.0,Larus dominicanus,Gaviota cocinera,4388,Charadriiformes,Laridae,Larus,,Larus dominicanus
41080144,2018-11-11,945570,"Ushuaia, Tierra del Fuego Province, Argentina",-54.8373128913,-68.3499936132,61.0,Lessonia rufa,Sobrepuesto austral,17310,Passeriformes,Tyrannidae,Lessonia,,Lessonia rufa
41080149,2018-11-12,945570,"Ushuaia, Tierra del Fuego Province, Argentina",-54.8340533888,-68.3504589015,977.0,Tachycineta leucopyga,Golondrina patagónica,558526,Passeriformes,Hirundinidae,Tachycineta,,Tachycineta leucopyga
41080151,2018-11-09,945570,"Ushuaia, Tierra del Fuego Province, Argentina",-54.8338264135,-68.3477907939,977.0,Daptrius chimango,Chimango,1432781,Falconiformes,Falconidae,Daptrius,,Daptrius chimango
41080157,2018-11-11,945570,"Ushuaia Department, Tierra del Fuego Province, Argentina",-54.7883837113,-68.3936243894,244.0,Attagis malouinus,Agachona patagónica,3783,Charadriiformes,Thinocoridae,Attagis,,Attagis malouinus
41080160,2018-11-11,945570,"Ushuaia, Tierra del Fuego Province, Argentina",-54.8358542814,-68.3572197528,977.0,Larus dominicanus,Gaviota cocinera,4388,Charadriiformes,Laridae,Larus,,Larus dominicanus
41080164,2018-11-10,945570,"Antártica Chilena, Magallanes and Chilean Antarctica, Chile",-54.9093181912,-67.6977401013,1953.0,Leucocarbo magellanicus,Cormorán cuello negro,1289600,Suliformes,Phalacrocoracidae,Leucocarbo,,Leucocarbo magellanicus
41080165,2018-11-10,945570,"Ushuaia, AR-TF, CL",-54.8934662803,-67.7838707433,1953.0,Chionis albus,Paloma antártica,72660,Charadriiformes,Chionidae,Chionis,,Chionis albus
41080171,2018-11-09,945570,"Ushuaia, Tierra del Fuego Province, Argentina",-54.8315040589,-68.3565331073,977.0,Vanellus chilensis,Tero,4867,Charadriiformes,Charadriidae,Vanellus,,Vanellus chilensis
41396433,2020-02-02,144,"Ushuaia, Tierra del Fuego, Argentina",-54.8471325011,-68.484982033,244.0,Aphrastura spinicauda,Rayadito,11766,Passeriformes,Furnariidae,Aphrastura,,Aphrastura spinicauda
41407645,2020-02-02,144,"Ushuaia, Tierra del Fuego, Argentina",-54.8358631947,-68.4711525635,52.0,Daptrius chimango,Chimango,1432781,Falconiformes,Falconidae,Daptrius,,Daptrius chimango
41445685,2016-05-26,1120285,"Ushuaia, Tierra del Fuego, Argentina",-54.8395087445,-68.271689746,977.0,Chionis albus,Paloma antártica,72660,Charadriiformes,Chionidae,Chionis,,Chionis albus
41445689,2016-05-26,1120285,"Ushuaia, Tierra del Fuego, Argentina",-54.8395087445,-68.271689746,977.0,Chionis albus,Paloma antártica,72660,Charadriiformes,Chionidae,Chionis,,Chionis albus
41445694,2016-05-26,1120285,"Ushuaia, Tierra del Fuego, Argentina",-54.8395087445,-68.271689746,977.0,Leucocarbo atriceps,Cormorán imperial,1289591,Suliformes,Phalacrocoracidae,Leucocarbo,,Leucocarbo atriceps
41445698,2016-05-26,1120285,"Ushuaia, Tierra del Fuego, Argentina",-54.8395087445,-68.271689746,977.0,Daptrius chimango,Chimango,1432781,Falconiformes,Falconidae,Daptrius,,Daptrius chimango
41445703,2016-05-26,1120285,"Ushuaia, Tierra del Fuego, Argentina",-54.8395087445,-68.271689746,977.0,Leucocarbo atriceps,Cormorán imperial,1289591,Suliformes,Phalacrocoracidae,Leucocarbo,,Leucocarbo atriceps
41445704,2016-05-26,1120285,"Ushuaia, Tierra del Fuego, Argentina",-54.8395087445,-68.271689746,977.0,Leucocarbo atriceps,Cormorán imperial,1289591,Suliformes,Phalacrocoracidae,Leucocarbo,,Leucocarbo atriceps
41445712,2016-05-26,1120285,"Ushuaia, Tierra del Fuego, Argentina",-54.8395087445,-68.271689746,977.0,Chionis albus,Paloma antártica,72660,Charadriiformes,Chionidae,Chionis,,Chionis albus
41445717,2016-05-26,1120285,"Ushuaia, Tierra del Fuego, Argentina",-54.8395087445,-68.271689746,977.0,Larus dominicanus,Gaviota cocinera,4388,Charadriiformes,Laridae,Larus,,Larus dominicanus
41447727,2016-05-27,1120285,"Ushuaia, Tierra del Fuego, Argentina",-54.8397452256,-68.5346462414,488.0,Pyrope pyrope,Diucón,1289529,Passeriformes,Tyrannidae,Pyrope,,Pyrope pyrope
41447728,2016-05-27,1120285,"Ushuaia, Tierra del Fuego, Argentina",-54.8397452256,-68.5346462414,488.0,Rollandia rolland,Macá Cara Blanca,4251,Podicipediformes,Podicipedidae,Rollandia,,Rollandia rolland
41447740,2016-05-27,1120285,"Ushuaia, Tierra del Fuego, Argentina",-54.8397452256,-68.5346462414,488.0,Pygarrhichas albogularis,Picolezna patagónico,11819,Passeriformes,Furnariidae,Pygarrhichas,,Pygarrhichas albogularis
41447742,2016-05-27,1120285,"Ushuaia, Tierra del Fuego, Argentina",-54.8397452256,-68.5346462414,488.0,Pygarrhichas albogularis,Picolezna patagónico,11819,Passeriformes,Furnariidae,Pygarrhichas,,Pygarrhichas albogularis
41447747,2016-05-27,1120285,"Ushuaia, Tierra del Fuego, Argentina",-54.8397452256,-68.5346462414,488.0,Daptrius chimango,Chimango,1432781,Falconiformes,Falconidae,Daptrius,,Daptrius chimango
41447748,2016-05-27,1120285,"Ushuaia, Tierra del Fuego, Argentina",-54.8397452256,-68.5346462414,488.0,Leucocarbo atriceps,Cormorán imperial,1289591,Suliformes,Phalacrocoracidae,Leucocarbo,,Leucocarbo atriceps
41447749,2016-05-27,1120285,"Ushuaia, Tierra del Fuego, Argentina",-54.8397452256,-68.5346462414,488.0,Larus dominicanus,Gaviota cocinera,4388,Charadriiformes,Laridae,Larus,,Larus dominicanus
41447752,2016-05-27,1120285,"Ushuaia, Tierra del Fuego, Argentina",-54.8397452256,-68.5346462414,488.0,Nannopterum brasilianum,Biguá,1289601,Suliformes,Phalacrocoracidae,Nannopterum,,Nannopterum brasilianum
41447754,2016-05-27,1120285,"Ushuaia, Tierra del Fuego, Argentina",-54.8397452256,-68.5346462414,488.0,Leucocarbo magellanicus,Cormorán cuello negro,1289600,Suliformes,Phalacrocoracidae,Leucocarbo,,Leucocarbo magellanicus
41447755,2016-05-27,1120285,"Ushuaia, Tierra del Fuego, Argentina",-54.8397452256,-68.5346462414,488.0,Leucocarbo magellanicus,Cormorán cuello negro,1289600,Suliformes,Phalacrocoracidae,Leucocarbo,,Leucocarbo magellanicus
41447763,2016-05-27,1120285,"Ushuaia, Tierra del Fuego, Argentina",-54.8397452256,-68.5346462414,488.0,Phrygilus patagonicus,Comesebo patagónico,10089,Passeriformes,Thraupidae,Phrygilus,,Phrygilus patagonicus
41447764,2016-05-27,1120285,"Ushuaia, Tierra del Fuego, Argentina",-54.8397452256,-68.5346462414,488.0,Pyrope pyrope,Diucón,1289529,Passeriformes,Tyrannidae,Pyrope,,Pyrope pyrope
41447772,2016-05-27,1120285,"Ushuaia, Tierra del Fuego, Argentina",-54.8397452256,-68.5346462414,488.0,Pyrope pyrope,Diucón,1289529,Passeriformes,Tyrannidae,Pyrope,,Pyrope pyrope
41447773,2016-05-27,1120285,"Ushuaia, Tierra del Fuego, Argentina",-54.8397452256,-68.5346462414,488.0,Phrygilus patagonicus,Comesebo patagónico,10089,Passeriformes,Thraupidae,Phrygilus,,Phrygilus patagonicus
41447777,2016-05-27,1120285,"Ushuaia, Tierra del Fuego, Argentina",-54.8397452256,-68.5346462414,488.0,Lophonetta specularioides,Pato Crestón,72994,Anseriformes,Anatidae,Lophonetta,,Lophonetta specularioides
41447778,2016-05-27,1120285,"Ushuaia, Tierra del Fuego, Argentina",-54.8397452256,-68.5346462414,488.0,Leucocarbo atriceps,Cormorán imperial,1289591,Suliformes,Phalacrocoracidae,Leucocarbo,,Leucocarbo atriceps
41447779,2016-05-27,1120285,"Ushuaia, Tierra del Fuego, Argentina",-54.8397452256,-68.5346462414,488.0,Tachyeres patachonicus,Quetro volador,7133,Anseriformes,Anatidae,Tachyeres,,Tachyeres patachonicus
41447783,2016-05-27,1120285,"Ushuaia, Tierra del Fuego, Argentina",-54.8397452256,-68.5346462414,488.0,Lophonetta specularioides,Pato Crestón,72994,Anseriformes,Anatidae,Lophonetta,,Lophonetta specularioides
41447789,2016-05-27,1120285,"Ushuaia, Tierra del Fuego, Argentina",-54.8397452256,-68.5346462414,488.0,Pyrope pyrope,Diucón,1289529,Passeriformes,Tyrannidae,Pyrope,,Pyrope pyrope
41450671,2016-05-28,1120285,"Puerto Almanza, Tierra del Fuego, Argentina",-54.8707481,-67.5657379,1248.0,Turdus falcklandii,Zorzal patagónico,12751,Passeriformes,Turdidae,Turdus,,Turdus falcklandii
41450672,2016-05-28,1120285,"Puerto Almanza, Tierra del Fuego, Argentina",-54.8707481,-67.5657379,1248.0,Curaeus curaeus,Tordo patagónico,10307,Passeriformes,Icteridae,Curaeus,,Curaeus curaeus
41450690,2016-05-28,1120285,"Puerto Almanza, Tierra del Fuego, Argentina",-54.8707481,-67.5657379,1248.0,Larus dominicanus,Gaviota cocinera,4388,Charadriiformes,Laridae,Larus,,Larus dominicanus
41450692,2016-05-28,1120285,"Puerto Almanza, Tierra del Fuego, Argentina",-54.8707481,-67.5657379,1248.0,Leucocarbo atriceps,Cormorán imperial,1289591,Suliformes,Phalacrocoracidae,Leucocarbo,,Leucocarbo atriceps
41450701,2016-05-28,1120285,"Puerto Almanza, Tierra del Fuego, Argentina",-54.8707481,-67.5657379,1248.0,Leucocarbo magellanicus,Cormorán cuello negro,1289600,Suliformes,Phalacrocoracidae,Leucocarbo,,Leucocarbo magellanicus
41450704,2016-05-28,1120285,"Puerto Almanza, Tierra del Fuego, Argentina",-54.8707481,-67.5657379,1248.0,Lophonetta specularioides,Pato Crestón,72994,Anseriformes,Anatidae,Lophonetta,,Lophonetta specularioides
41450707,2016-05-28,1120285,"Puerto Almanza, Tierra del Fuego, Argentina",-54.8707481,-67.5657379,1248.0,Cinclodes patagonicus,Remolinera araucana,11379,Passeriformes,Furnariidae,Cinclodes,,Cinclodes patagonicus
41451200,2016-05-29,1120285,"Ushuaia, Tierra del Fuego, Argentina",-54.8063221738,-68.2979388972,61.0,Cinclodes patagonicus,Remolinera araucana,11379,Passeriformes,Furnariidae,Cinclodes,,Cinclodes patagonicus
41451209,2016-05-29,1120285,"Ushuaia, Tierra del Fuego, Argentina",-54.8063221738,-68.2979388972,61.0,Lophonetta specularioides,Pato Crestón,72994,Anseriformes,Anatidae,Lophonetta,,Lophonetta specularioides
41451211,2016-05-29,1120285,"Ushuaia, Tierra del Fuego, Argentina",-54.8063221738,-68.2979388972,61.0,Larus dominicanus,Gaviota cocinera,4388,Charadriiformes,Laridae,Larus,,Larus dominicanus
41850137,2019-11-10,2267194,"Río Grande Department, Tierra del Fuego Province, Argentina",-52.6616621362,-68.6024463603,31.0,Muscisaxicola capistratus,Dormilona canela,16138,Passeriformes,Tyrannidae,Muscisaxicola,,Muscisaxicola capistratus
41859915,2019-11-10,2267194,"Tierra del Fuego Province, Magallanes and Chilean Antarctica, Chile",-52.6617853754,-68.6026328062,31.0,Leistes loyca,Loica,793313,Passeriformes,Icteridae,Leistes,,Leistes loyca
41866937,2019-11-10,2267194,"Río Grande Department, Tierra del Fuego Province, Argentina",-52.6594907771,-68.6057347563,61.0,Theristicus melanopis,Bandurria austral,980018,Pelecaniformes,Threskiornithidae,Theristicus,,Theristicus melanopis
41915399,2020-01-14,1451233,"Tierra del Fuego National Park, AR-TF-US, AR-TF, AR",-54.8494296943,-68.4928396569,30.0,Larus dominicanus,Gaviota cocinera,4388,Charadriiformes,Laridae,Larus,,Larus dominicanus
41915725,2020-01-14,1451233,"Tierra del Fuego National Park, AR-TF-US, AR-TF, AR",-54.8579179719,-68.5162153861,30.0,Daptrius chimango,Chimango,1432781,Falconiformes,Falconidae,Daptrius,,Daptrius chimango
41915971,2020-01-14,1451233,"Tierra del Fuego National Park, AR-TF-US, AR-TF, AR",-54.8577820261,-68.5165495903,30.0,Leucocarbo magellanicus,Cormorán cuello negro,1289600,Suliformes,Phalacrocoracidae,Leucocarbo,,Leucocarbo magellanicus
41917059,2020-01-14,1451233,"Ушуая, Огненная Земля, Аргентина",-54.8523816822,-68.575812078,30.0,Enicognathus ferrugineus,Cachaña,19262,Psittaciformes,Psittacidae,Enicognathus,,Enicognathus ferrugineus
42139200,2020-04-09,1876268,"Ushuaia, AR-TF, AR",-54.8228200642,-68.3242393091,31.0,Leistes loyca,Loica,793313,Passeriformes,Icteridae,Leistes,,Leistes loyca
42185678,2020-04-10,1570706,"Ushuaia, Tierra del Fuego, Argentina",-54.8239738489,-68.3555693835,4.0,Aphrastura spinicauda,Rayadito,11766,Passeriformes,Furnariidae,Aphrastura,,Aphrastura spinicauda
42186139,2020-04-14,1570706,"Ushuaia, Tierra del Fuego, Argentina",-54.8239800426,-68.3555678774,4.0,Aphrastura spinicauda,Rayadito,11766,Passeriformes,Furnariidae,Aphrastura,,Aphrastura spinicauda
42340842,2020-04-16,1876268,"Ushuaia, Tierra del Fuego, Argentina",-54.8223080378,-68.3257669021,58.0,Cistothorus platensis,Ratona aperdizada,7596,Passeriformes,Troglodytidae,Cistothorus,,Cistothorus platensis
43177406,2020-04-24,1876268,"Ushuaia, Tierra del Fuego, Argentina",-54.8208585687,-68.3244181797,17.0,Pyrope pyrope,Diucón,1289529,Passeriformes,Tyrannidae,Pyrope,,Pyrope pyrope
43212420,2020-04-24,1570706,"Ushuaia, Tierra del Fuego, Argentina",-54.8239227108,-68.3555240434,4.0,Pyrope pyrope,Diucón,1289529,Passeriformes,Tyrannidae,Pyrope,,Pyrope pyrope
43445665,2020-04-25,1876268,"Ushuaia, Tierra del Fuego, Argentina",-54.8229003645,-68.3254743933,138.0,Daptrius chimango,Chimango,1432781,Falconiformes,Falconidae,Daptrius,,Daptrius chimango
43475523,2020-04-25,1570706,"Ushuaia, Tierra del Fuego, Argentina",-54.8239233703,-68.3556449732,4.0,Pyrope pyrope,Diucón,1289529,Passeriformes,Tyrannidae,Pyrope,,Pyrope pyrope
43714777,2020-04-26,1639849,"Ushuaia, Tierra del Fuego, Argentina",-54.8090732658,-68.3380066988,4.0,Daptrius chimango,Chimango,1432781,Falconiformes,Falconidae,Daptrius,,Daptrius chimango
43715620,2020-04-26,1639849,"Ushuaia, Tierra del Fuego, Argentina",-54.8089996462,-68.3381602837,1.0,Passer domesticus,Gorrión Doméstico,13858,Passeriformes,Passeridae,Passer,,Passer domesticus
43731295,2020-04-25,1876268,"Ushuaia, Tierra del Fuego, Argentina",-54.8216695746,-68.3262054585,39.0,Gallinago magellanica,Becasina Patagónica,1286949,Charadriiformes,Scolopacidae,Gallinago,,Gallinago magellanica
43751412,2020-04-26,1876268,"Ushuaia, Tierra del Fuego, Argentina",-54.8237858798,-68.3240916857,72.0,Falco sparverius,Halconcito colorado,4665,Falconiformes,Falconidae,Falco,,Falco sparverius
43918096,2020-04-27,1570706,"Ushuaia, Tierra del Fuego, Argentina",-54.8239637941,-68.3548757392,8.0,Pyrope pyrope,Diucón,1289529,Passeriformes,Tyrannidae,Pyrope,,Pyrope pyrope
43918097,2020-04-27,1570706,"Ushuaia, Tierra del Fuego, Argentina",-54.8242543513,-68.3548900111,8.0,Passer domesticus,Gorrión Doméstico,13858,Passeriformes,Passeridae,Passer,,Passer domesticus
43918109,2020-04-27,1570706,"Ushuaia, Tierra del Fuego, Argentina",-54.8237757214,-68.3553853158,35.0,Anairetes parulus,Cachudito pico negro,16433,Passeriformes,Tyrannidae,Anairetes,,Anairetes parulus
43936687,2020-04-25,1570706,"Ushuaia, Tierra del Fuego, Argentina",-54.8240583877,-68.3555804885,4.0,Daptrius chimango,Chimango,1432781,Falconiformes,Falconidae,Daptrius,,Daptrius chimango
43937031,2020-04-27,1570706,"Ushuaia, Tierra del Fuego, Argentina",-54.8240698977,-68.3551912577,32.0,Caracara plancus,Carancho,4715,Falconiformes,Falconidae,Caracara,,Caracara plancus
43957106,2020-04-27,1626887,"Ushuaia, Tierra del Fuego, Argentina",-54.8198571929,-68.3567703143,7.0,Pyrope pyrope,Diucón,1289529,Passeriformes,Tyrannidae,Pyrope,,Pyrope pyrope
43958549,2020-04-27,1626887,"Ushuaia, Tierra del Fuego, Argentina",-54.8198834638,-68.3564776182,184.0,Phrygilus patagonicus,Comesebo patagónico,10089,Passeriformes,Thraupidae,Phrygilus,,Phrygilus patagonicus
43965433,2020-04-26,1570706,"Ushuaia, Tierra del Fuego, Argentina",-54.8238049371,-68.3554837114,4.0,Aphrastura spinicauda,Rayadito,11766,Passeriformes,Furnariidae,Aphrastura,,Aphrastura spinicauda
43976823,2020-04-27,1876268,"Ushuaia, Tierra del Fuego, Argentina",-54.8228248117,-68.3261466255,61.0,Leistes loyca,Loica,793313,Passeriformes,Icteridae,Leistes,,Leistes loyca
43976857,2020-04-27,1876268,"Ushuaia, Tierra del Fuego, Argentina",-54.8228248117,-68.3261466255,61.0,Cistothorus platensis,Ratona aperdizada,7596,Passeriformes,Troglodytidae,Cistothorus,,Cistothorus platensis
44271189,2020-04-29,2267194,"Ushuaia, Tierra del Fuego, Argentina",-54.8132632161,-68.345673345,66.0,Pygarrhichas albogularis,Picolezna patagónico,11819,Passeriformes,Furnariidae,Pygarrhichas,,Pygarrhichas albogularis
44415328,2019-10-31,2878992,"Ushuaia, Tierra del Fuego, Argentina",-54.8458204653,-68.3757355238,687.0,Haematopus leucopodus,Ostrero austral,4850,Charadriiformes,Haematopodidae,Haematopus,,Haematopus leucopodus
44503492,2020-01-19,2875921,"Sendero Laguna Esmeralda, Ushuaia, Tierra del Fuego, AR",-54.69218833,-68.12878333,5.0,Phrygilus patagonicus,Comesebo patagónico,10089,Passeriformes,Thraupidae,Phrygilus,,Phrygilus patagonicus
44659237,2018-02-28,2227262,"Ushuaïa, Terre de Feu, Argentine",-54.8173325764,-68.3191934489,23.0,Gallinago magellanica,Becasina Patagónica,1286949,Charadriiformes,Scolopacidae,Gallinago,,Gallinago magellanica
45264350,2019-11-24,2744469,"Ushuaia, Tierra del Fuego Province, Argentina",-54.8112433559,-68.3174840924,31.0,Daptrius chimango,Chimango,1432781,Falconiformes,Falconidae,Daptrius,,Daptrius chimango
45277999,2020-05-08,1876268,"Ushuaia, Tierra del Fuego, Argentina",-54.82075469,-68.324446946,8.0,Cathartes aura,Jote cabeza colorada,4756,Cathartiformes,Cathartidae,Cathartes,,Cathartes aura
45463465,2017-01-24,2227262,"Ushuaïa, Terre de Feu, Argentine",-54.809705285,-68.3109329929,299.0,Nycticorax nycticorax,Garza bruja,4981,Pelecaniformes,Ardeidae,Nycticorax,,Nycticorax nycticorax
45477678,2016-12-04,2227262,"Département d'Ushuaïa, Terre de Feu, Argentine",-54.8455093497,-68.5420847481,325.0,Enicognathus ferrugineus,Cachaña,19262,Psittaciformes,Psittacidae,Enicognathus,,Enicognathus ferrugineus
45591825,2019-11-29,2744469,"Río Grande Department, Tierra del Fuego Province, Argentina",-54.5209856268,-67.223588863,61.0,Enicognathus ferrugineus,Cachaña,19262,Psittaciformes,Psittacidae,Enicognathus,,Enicognathus ferrugineus
45591826,2019-11-27,2744469,"Ushuaia, Tierra del Fuego Province, Argentina",-54.8131376379,-68.3101123488,61.0,Leucocarbo atriceps,Cormorán imperial,1289591,Suliformes,Phalacrocoracidae,Leucocarbo,,Leucocarbo atriceps
45606669,2020-05-11,1876268,"Aeropuerto de Ushuaia, V9401 Ushuaia, Tierra del Fuego, Argentina",-54.82441633,-68.32476537,4.0,Falco sparverius,Halconcito colorado,4665,Falconiformes,Falconidae,Falco,,Falco sparverius
45609374,2020-05-11,1876268,"Aeropuerto de Ushuaia, V9401 Ushuaia, Tierra del Fuego, Argentina",-54.82310446,-68.32277689,3.0,Caracara plancus,Carancho,4715,Falconiformes,Falconidae,Caracara,,Caracara plancus
45613271,2018-11-24,2744469,"Ushuaia, Tierra del Fuego Province, Argentina",-54.8110747127,-68.3151487704,69.0,Sterna hirundinacea,Gaviotín sudamericano,4454,Charadriiformes,Laridae,Sterna,,Sterna hirundinacea
45773455,2020-05-13,1876268,"Ushuaia, Tierra del Fuego, Argentina",-54.81882269,-68.32462079,3.0,Passer domesticus,Gorrión Doméstico,13858,Passeriformes,Passeridae,Passer,,Passer domesticus
46088806,2020-05-16,1876268,"Aeropuerto de Ushuaia, V9401 Ushuaia, Tierra del Fuego, Argentina",-54.83017406,-68.33026708,3.0,Caracara plancus,Carancho,4715,Falconiformes,Falconidae,Caracara,,Caracara plancus
46091858,2020-05-16,1876268,"Ushuaia, Tierra del Fuego, Argentina",-54.83255814,-68.33482646,3.0,Larus dominicanus,Gaviota cocinera,4388,Charadriiformes,Laridae,Larus,,Larus dominicanus
46096448,2020-05-16,1876268,"Ushuaia, Tierra del Fuego, Argentina",-54.83426654,-68.34060249,3.0,Lophonetta specularioides,Pato Crestón,72994,Anseriformes,Anatidae,Lophonetta,,Lophonetta specularioides
46101933,2020-05-16,1876268,"Ushuaia, Tierra del Fuego, Argentina",-54.83231738,-68.33457167,9.0,Nannopterum brasilianum,Biguá,1289601,Suliformes,Phalacrocoracidae,Nannopterum,,Nannopterum brasilianum
46110010,2020-05-16,1876268,"Ushuaia, Tierra del Fuego, Argentina",-54.8206449303,-68.3241571411,15.0,Cathartes aura,Jote cabeza colorada,4756,Cathartiformes,Cathartidae,Cathartes,,Cathartes aura
46185481,2020-03-13,44783,"Ushuaia, AR-TF, AR",-54.8357488447,-64.4642829895,250.0,Haematopus ater,Ostrero negro,4852,Charadriiformes,Haematopodidae,Haematopus,,Haematopus ater
46341364,2020-03-13,44783,"Ushuaia, AR-TF, AR",-54.8350412085,-64.4630255662,100.0,Leucocarbo magellanicus,Cormorán cuello negro,1289600,Suliformes,Phalacrocoracidae,Leucocarbo,,Leucocarbo magellanicus
46342613,2020-03-12,44783,"Ushuaia, AR-TF, AR",-54.7371003117,-63.8654633003,25.0,Lophonetta specularioides specularioides,,725531,Anseriformes,Anatidae,Lophonetta,Lophonetta specularioides specularioides,Lophonetta specularioides
46343021,2020-03-12,44783,"Ushuaia, AR-TF, AR",-54.7373579826,-63.8654610515,10.0,Cinclodes patagonicus,Remolinera araucana,11379,Passeriformes,Furnariidae,Cinclodes,,Cinclodes patagonicus
46396110,2020-05-18,1876268,"Aeropuerto de Ushuaia, V9401 Ushuaia, Tierra del Fuego, Argentina",-54.81745202,-68.31589342,3.0,Leistes loyca,Loica,793313,Passeriformes,Icteridae,Leistes,,Leistes loyca
46403728,2020-03-12,44783,"Ushuaia, AR-TF, AR",-54.7371040266,-63.8662227988,15.0,Zonotrichia capensis australis,,732449,Passeriformes,Passerellidae,Zonotrichia,Zonotrichia capensis australis,Zonotrichia capensis
46404481,2020-03-12,44783,"Ushuaia, AR-TF, AR",-54.7359952732,-63.8649997115,15.0,Cinclodes patagonicus,Remolinera araucana,11379,Passeriformes,Furnariidae,Cinclodes,,Cinclodes patagonicus
46524394,2019-12-21,546424,"Ushuaia, Ushuaia, Tierra del Fuego, AR",-54.8376870833,-68.3512838322,545.0,Tachycineta leucopyga,Golondrina patagónica,558526,Passeriformes,Hirundinidae,Tachycineta,,Tachycineta leucopyga
46526873,2019-12-21,546424,"Ushuaia, Ushuaia, Tierra del Fuego, AR",-54.8413586227,-68.3664308313,2162.0,Lessonia rufa,Sobrepuesto austral,17310,Passeriformes,Tyrannidae,Lessonia,,Lessonia rufa
46808126,2019-09-03,3030408,"Senda de la baliza, Antartida e Ilhas do Atlântico Sul, Território Nacional da Terra do Fogo, AR",-54.8571315794,-68.5711862825,731.0,Daptrius chimango,Chimango,1432781,Falconiformes,Falconidae,Daptrius,,Daptrius chimango
46854760,2017-05-27,2405021,"Ushuaia, Tierra del Fuego, Argentina",-54.8494580176,-68.5750995454,488.0,Caracara plancus,Carancho,4715,Falconiformes,Falconidae,Caracara,,Caracara plancus
46929782,2020-03-12,44783,"Ushuaia, AR-TF, AR",-54.7755634229,-64.41164875,500.0,Larus dominicanus,Gaviota cocinera,4388,Charadriiformes,Laridae,Larus,,Larus dominicanus
46930644,2020-03-12,44783,"Ushuaia, AR-TF, AR",-54.7599166628,-64.4195451733,500.0,Leucocarbo atriceps,Cormorán imperial,1289591,Suliformes,Phalacrocoracidae,Leucocarbo,,Leucocarbo atriceps
46933791,2018-02-15,1673721,"Senda Costera, Unnamed Road, Tierra del Fuego, Argentina",-54.8466375701,-68.4856058657,647.0,Anas flavirostris,Pato Barcino,6947,Anseriformes,Anatidae,Anas,,Anas flavirostris
47153712,2020-05-24,1876268,"Aeropuerto de Ushuaia, V9401 Ushuaia, Tierra del Fuego, Argentina",-54.82297316,-68.32189706,3.0,Falco sparverius,Halconcito colorado,4665,Falconiformes,Falconidae,Falco,,Falco sparverius
47426205,2020-05-26,1876268,"Ushuaia, Tierra del Fuego, Argentina",-54.8163998061,-68.317495864,31.0,Fulica leucoptera,Gallareta chica,486,Gruiformes,Rallidae,Fulica,,Fulica leucoptera
47448258,2003-01-27,2432467,"Ushuaia Department, Tierra del Fuego Province, Argentina",-54.8453853154,-68.5758941037,1444.0,Phrygilus patagonicus,Comesebo patagónico,10089,Passeriformes,Thraupidae,Phrygilus,,Phrygilus patagonicus
47448612,2003-01-27,2432467,"Ushuaia Department, Tierra del Fuego Province, Argentina",-54.837155823,-68.5638711985,725.0,Caracara plancus,Carancho,4715,Falconiformes,Falconidae,Caracara,,Caracara plancus
47640758,2020-05-28,1876268,"Ushuaia, Tierra del Fuego, Argentina",-54.83841331,-68.35843756,8.0,Tachyeres patachonicus,Quetro volador,7133,Anseriformes,Anatidae,Tachyeres,,Tachyeres patachonicus
