grid_id,Anairetes parulus,Anarhynchus falklandicus,Anas bahamensis,Anas flavirostris,Anas georgica,Anser anser,Anthus correndera,Aphrastura spinicauda,Aptenodytes patagonicus,Ardea ibis,Ardenna gravis,Ardenna grisea,Arenaria interpres,Asio flammeus,Asthenes anthoides,Astur chilensis,Attagis malouinus,Bubo magellanicus,Buteo ventralis,Calidris alba,Calidris bairdii,Calidris canutus,Calidris fuscicollis,Calidris himantopus,Calidris melanotos,Calidris pusilla,Calidris virgata,Campephilus magellanicus,Caracara plancus,Cathartes aura,Charadrius semipalmatus,Chionis albus,Chloephaga hybrida,Chloephaga picta,Chloephaga poliocephala,Chloephaga rubidiceps,Chroicocephalus maculipennis,Cinclodes antarcticus,Cinclodes fuscus,Cinclodes oustaleti,Cinclodes patagonicus,Circus cinereus,Cistothorus platensis,Colorhamphus parvirostris,Columba livia,Coscoroba coscoroba,Curaeus curaeus,Cygnus melancoryphus,Daption capense,Daptrius albogularis,Daptrius australis,Daptrius chimango,Diomedea epomophora,Diomedea exulans,Diuca diuca,Egretta thula,Elaenia albiceps,Enicognathus ferrugineus,Eudyptes chrysocome,Eudyptes chrysolophus,Falco femoralis,Falco peregrinus,Falco sparverius,Fregetta tropica,Fulica armillata,Fulica leucoptera,Fulica rufifrons,Fulmarus glacialoides,Gallinago magellanica,Gallinula galeata,Geositta antarctica,Geositta cunicularia,Geranoaetus melanoleucus,Geranoaetus polyosoma,Glaucidium nana,Haematopus ater,Haematopus leucopodus,Haematopus palliatus,Halobaena caerulea,Hirundo rustica,Larus dominicanus,Leistes loyca,Leptasthenura aegithaloides,Lessonia rufa,Leucocarbo atriceps,Leucocarbo magellanicus,Leucophaeus pipixcan,Leucophaeus scoresbii,Limosa haemastica,Lophonetta specularioides,Macronectes giganteus,Macronectes halli,Mareca sibilatrix,Megaceryle torquata,Melanodera melanodera,Melanodera xanthogramma,Merganetta armata,Mimus saturninus,Muscisaxicola capistratus,Muscisaxicola flavinucha,Muscisaxicola maclovianus,Nannopterum brasilianum,Neoxolmis rufiventris,Netta peposaca,Numenius phaeopus,Nycticorax nycticorax,Oceanites oceanicus,Oreopholus ruficollis,Pachyptila belcheri,Pachyptila desolata,Pardirallus sanguinolentus,Passer domesticus,Patagioenas araucana,Pelecanoides magellani,Pelecanoides urinatrix,Petrochelidon pyrrhonota,Phalaropus tricolor,Phoebetria palpebrata,Phoenicopterus chilensis,Phrygilus gayi,Phrygilus patagonicus,Pitangus sulphuratus,Pluvialis dominica,Pluvialis squatarola,Pluvianellus socialis,Podiceps major,Podiceps occipitalis,Poikilocarbo gaimardi,Procellaria aequinoctialis,Pterodroma mollis,Puffinus puffinus,Pygarrhichas albogularis,Pygochelidon cyanoleuca,Pygoscelis antarcticus,Pygoscelis papua,Pyrope pyrope,Rhopospina fruticeti,Riparia riparia,Rollandia rolland,Rynchops niger,Scytalopus magellanicus,Sephanoides sephaniodes,Sicalis lebruni,Spatula cyanoptera,Spatula platalea,Spatula versicolor,Speculanas specularis,Spheniscus magellanicus,Spinus barbatus,Stercorarius antarcticus,Stercorarius chilensis,Stercorarius maccormicki,Sterna hirundinacea,Sterna paradisaea,Strix rufipes,Tachycineta leucopyga,Tachyeres patachonicus,Tachyeres pteneres,Thalassarche chrysostoma,Thalassarche melanophris,Thalasseus elegans,Theristicus melanopis,Thinocorus rumicivorus,Tringa flavipes,Tringa melanoleuca,Troglodytes musculus,Turdus falcklandii,Tyrannus melancholicus,Tyrannus savana,Tyrannus tyrannus,Tyto furcata,Upucerthia dumetaria,Vanellus chilensis,Vultur gryphus,Zenaida auriculata,Zenaida meloda,Zonibyx modestus,Zonotrichia capensis
154,2,0,0,3,2,0,5,40,298,1,2,45,0,0,0,0,0,0,0,0,20,0,45,0,0,0,0,1,65,252,0,26,110,409,5,0,12,15,21,6,41,1,4,0,0,0,14,1,0,4,3,176,0,0,0,0,2,1,3,3,0,6,2,0,0,0,0,36,10,0,0,0,11,0,0,37,53,0,0,0,387,5,0,157,426,345,0,247,0,18,268,14,4,2,0,0,0,0,0,0,4,31,0,0,0,35,3,0,0,0,0,6,0,19,1,0,0,0,1,0,41,0,0,0,0,7,0,0,5,2,0,0,2,5,507,6,0,0,0,0,0,0,0,0,1,0,2,587,11,0,419,0,310,0,0,83,27,158,2,250,0,83,0,0,0,7,22,0,0,0,0,0,13,48,0,0,11,135
155,0,0,0,1,4,0,13,4,0,0,0,1,0,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,1,0,0,0,8,8,6,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,16,7,0,5,5,6,0,7,0,4,4,0,3,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,0,0,5,3,7,0,4,0,4,0,0,0,4,4,0,0,0,0,0,5,0,0,0,6,3
156,2,0,0,0,3,0,0,2,1,0,0,5,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,3,3,0,0,19,7,1,0,0,0,1,1,2,0,2,0,0,0,3,0,1,2,1,11,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,12,0,1,0,24,3,0,10,25,10,0,16,0,14,15,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,8,0,0,3,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,0,2,11,2,0,13,0,23,0,0,7,7,9,1,27,0,5,0,0,0,2,2,0,0,0,0,0,2,2,0,0,3,2
157,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,10,0,0,1,9,4,0,3,0,3,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,2,0,5,0,7,0,0,3,0,2,0,6,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3
158,1,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,3,1,0,0,1,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
159,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
172,1,0,0,3,1,0,0,3,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,3,4,5,0,1,0,1,1,2,0,0,1,0,0,1,0,0,1,0,4,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,3,2,0,2,3,0,0,2,0,2,2,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,2,1,0,1,0,0,2,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,5,2,0,1,0,2,0,0,0,0,2,0,4,0,1,0,1,0,4,3,0,0,0,0,0,1,3,0,0,2,2
173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
176,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,473,5,0,262,222,0,11,821,0,2,7,11,0,3,0,19,1,2,12,0,12,0,16,0,0,0,0,332,483,65,0,6,306,1171,272,0,42,12,128,52,187,6,18,59,13,24,274,208,2,45,14,904,0,0,0,0,691,427,0,0,0,9,51,0,3,2,0,31,58,0,0,0,327,12,180,114,245,0,0,3,756,23,0,121,606,337,2,209,0,725,153,11,89,74,0,7,3,0,0,11,196,276,0,1,0,136,0,0,0,0,9,61,0,6,1,0,0,0,0,0,896,0,0,0,0,386,1,0,3,0,0,160,28,0,2,664,0,0,15,0,21,29,0,1,24,4,129,29,680,0,204,0,268,0,7,618,451,769,0,140,0,256,1,0,1,687,962,0,0,0,1,0,232,331,15,0,20,991
185,111,3,0,57,68,0,5,347,0,0,0,9,0,0,1,8,1,1,0,0,7,0,8,0,0,0,0,171,224,49,0,5,101,383,168,0,18,6,33,17,179,1,3,5,0,1,36,61,1,26,5,402,0,1,0,0,231,158,2,0,1,4,6,0,1,0,0,16,11,0,0,0,43,3,29,49,53,0,0,0,422,4,0,66,344,349,0,119,0,155,129,5,26,17,0,3,0,0,0,4,53,86,0,0,1,27,0,0,0,0,2,24,0,2,0,0,0,1,0,0,315,0,0,0,0,114,1,0,2,0,0,106,12,0,1,115,0,0,3,0,12,3,0,1,15,1,36,21,181,0,151,0,174,0,2,180,99,276,1,145,0,157,1,0,0,209,303,0,0,0,0,0,109,75,2,0,5,245
186,69,0,0,8,2,0,1,167,0,0,0,14,0,0,2,10,0,0,1,0,7,0,18,0,0,0,0,33,38,57,0,4,43,53,30,0,3,3,22,7,22,0,2,23,2,0,36,0,1,11,0,125,0,0,0,0,110,58,0,0,0,2,1,0,0,0,0,21,2,0,0,0,10,0,16,41,69,0,0,0,154,7,0,36,128,107,0,82,0,78,74,4,4,4,0,1,0,0,0,2,21,18,0,1,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,151,0,0,0,0,2,0,0,1,0,0,28,1,0,0,102,0,0,2,0,3,34,0,0,1,0,0,14,100,0,70,0,56,0,10,59,31,55,0,69,0,53,0,0,0,82,130,0,0,0,0,0,49,7,0,0,5,130
187,30,0,0,13,12,0,4,45,0,0,0,6,0,6,1,3,0,0,0,0,18,0,13,0,0,0,0,22,50,28,0,1,37,73,9,0,9,1,11,6,27,1,10,4,6,1,14,9,1,7,1,134,0,0,0,0,45,31,0,0,0,2,11,0,0,0,0,4,9,0,0,0,8,1,7,37,56,0,1,0,177,22,0,37,104,56,1,70,0,57,43,0,6,2,0,0,0,0,0,0,6,24,0,0,0,7,0,0,0,0,0,58,0,0,0,0,0,1,0,0,78,0,0,0,0,12,0,0,2,0,0,19,7,0,0,27,0,0,2,0,3,0,0,0,5,1,1,8,49,0,36,0,35,0,0,61,45,39,0,13,0,46,0,0,0,33,65,0,0,0,0,0,103,10,0,0,17,106
188,0,0,0,2,0,0,1,7,3,0,3,12,0,0,17,0,0,0,1,0,5,0,11,0,0,0,1,0,31,38,0,69,134,92,4,0,12,37,18,2,14,0,14,0,1,0,2,3,5,2,0,51,3,1,0,0,2,1,1,0,0,1,1,0,0,0,0,25,6,0,0,0,2,0,0,58,14,0,1,2,167,14,0,39,167,119,0,131,0,37,104,12,2,0,0,0,0,0,0,0,10,22,0,0,0,7,10,0,0,0,0,7,0,9,0,0,0,0,0,0,38,0,0,0,0,4,0,0,8,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,3,0,0,37,0,1,139,0,86,0,0,11,31,87,1,85,0,21,0,0,0,8,12,0,0,0,0,0,10,29,0,0,13,62
189,0,0,1,3,2,0,2,4,10,0,1,15,0,0,0,1,0,0,0,0,10,0,29,0,0,0,0,1,14,40,0,93,95,41,3,0,20,52,2,2,7,0,1,0,2,0,1,0,1,2,4,25,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,19,1,0,0,0,1,0,0,33,11,0,0,0,157,7,0,8,205,124,1,147,0,21,122,19,2,2,0,0,0,0,0,0,1,8,0,0,0,10,2,0,0,0,0,2,0,8,0,0,0,0,0,0,5,0,0,0,0,6,0,0,6,3,0,0,0,0,21,0,0,0,0,0,1,0,0,0,3,0,0,47,3,0,143,0,132,0,0,9,22,52,0,100,0,4,0,0,0,1,3,0,0,0,0,0,4,18,0,0,5,14
190,0,0,0,0,1,0,0,1,7,0,5,37,2,0,5,0,0,0,0,0,13,0,101,0,0,0,0,0,24,93,0,183,257,55,4,0,22,269,0,3,12,0,2,0,2,0,1,1,5,5,3,30,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,82,1,0,0,0,1,0,0,54,13,0,0,0,330,0,0,15,467,327,0,301,0,16,367,32,0,1,0,0,0,0,0,0,0,20,0,0,0,8,6,0,0,0,0,5,0,17,2,0,0,0,0,0,7,0,0,0,0,4,0,0,3,1,0,0,3,0,16,2,0,0,0,0,0,0,0,0,0,0,0,132,0,0,331,0,309,2,0,13,26,105,3,317,0,25,0,0,0,0,3,0,0,0,0,0,9,48,0,0,43,13
191,0,0,0,0,0,0,0,0,2,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,4,9,5,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,1,0,0,0,28,0,0,2,53,12,0,11,0,0,31,6,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,31,0,39,0,0,1,3,7,0,41,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
192,4,0,0,30,14,0,8,21,163,0,17,231,0,0,5,1,0,0,2,1,42,0,123,0,0,0,0,2,165,299,0,363,513,388,45,0,112,345,47,14,100,2,4,0,16,2,18,6,31,43,5,246,9,5,0,0,10,9,5,1,0,12,9,1,0,1,0,330,4,0,0,0,26,4,0,211,127,0,15,1,838,14,0,102,999,666,1,672,0,152,879,93,14,11,0,2,0,0,0,0,11,158,0,1,0,92,72,0,6,8,0,34,0,111,8,2,1,7,0,0,23,0,0,0,0,68,2,0,57,2,5,6,4,1,306,36,0,0,2,0,0,0,0,0,10,0,1,682,21,0,804,5,757,3,0,97,183,386,11,898,0,76,0,0,0,17,24,0,0,0,0,0,49,122,1,0,71,72
193,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,5,7,0,2,10,16,1,0,1,8,4,0,5,0,0,0,2,0,0,0,1,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,10,11,0,0,0,20,0,0,11,24,12,0,11,0,10,27,4,0,0,0,0,0,0,0,0,0,4,0,0,0,3,2,0,0,0,0,4,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,17,2,0,27,0,26,0,0,6,4,11,1,25,0,7,0,0,0,0,4,0,0,0,0,0,7,1,0,0,3,6
194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,1,0,0,0,1,7,1,0,0,0,3,3,1,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,0,0,0,12,0,0,1,5,8,0,1,0,1,5,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,6,5,0,4,0,1,0,0,4,4,4,0,4,0,1,0,0,0,3,4,0,0,0,0,0,3,1,0,0,4,6
195,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,17,5,0,2,3,9,0,2,0,1,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,7,0,0,0,5,2,0,2,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,7
196,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
197,5,0,0,15,8,0,2,11,4,0,0,4,0,0,7,0,0,0,0,0,15,0,6,0,0,0,0,0,23,12,0,0,18,40,4,0,5,0,13,0,25,0,2,1,1,0,2,0,0,6,0,38,0,0,0,0,7,10,0,0,0,0,4,0,0,0,0,0,10,0,0,0,1,0,0,28,34,0,0,0,72,10,0,30,54,39,0,49,0,42,16,4,1,4,0,0,0,0,0,0,12,10,0,0,0,19,0,0,0,0,0,10,0,2,0,0,0,0,0,0,15,0,0,0,0,5,0,0,0,0,0,0,0,0,9,11,0,0,0,0,0,0,0,0,1,0,0,8,22,0,7,0,37,0,0,15,18,12,0,8,0,13,0,0,0,8,11,0,0,0,0,0,44,2,0,0,5,28
198,10,0,0,4,15,0,1,20,2,0,0,5,0,0,3,0,3,0,0,0,14,0,5,0,0,0,0,2,25,11,0,0,17,63,5,0,4,0,12,0,13,1,3,0,0,0,6,1,0,3,2,62,0,0,0,0,13,14,0,0,0,1,7,0,3,0,0,0,5,0,0,0,2,1,0,22,22,0,0,0,94,15,0,27,60,27,0,57,0,41,42,2,10,6,0,1,0,0,0,0,9,15,0,2,0,14,0,0,0,0,0,7,0,0,0,0,0,0,0,0,23,0,0,0,0,24,0,0,0,0,0,2,1,0,6,20,0,0,0,0,0,0,0,0,2,0,4,9,22,0,16,0,29,0,0,32,30,13,0,14,0,30,0,0,0,20,16,0,0,0,0,0,34,11,0,0,2,29
199,3,0,0,7,3,0,21,11,2,0,0,1,0,2,0,1,0,0,0,0,8,0,5,0,0,0,0,4,8,5,0,0,4,32,5,0,0,0,1,2,6,0,0,0,0,0,8,1,0,0,0,31,0,0,0,0,4,3,0,0,0,0,4,0,0,0,0,0,9,0,0,0,4,0,0,2,5,0,0,0,29,19,0,13,18,14,0,2,0,5,12,0,2,6,0,0,0,0,0,0,4,10,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,14,0,0,0,0,5,0,0,0,0,0,2,0,0,10,6,0,0,0,0,1,0,0,0,0,0,0,5,6,0,3,0,9,0,0,20,10,2,0,4,0,7,0,0,0,5,10,0,0,0,0,0,4,7,0,0,5,11
200,28,2,2,49,28,0,29,81,14,1,0,7,0,0,1,5,0,0,0,0,24,0,4,0,0,0,0,33,85,74,0,3,46,135,49,0,8,2,73,10,69,3,6,3,3,0,54,3,1,21,2,125,0,0,0,0,37,27,0,0,0,3,12,0,0,0,0,5,23,0,0,0,10,0,5,34,32,0,0,2,138,41,0,65,87,75,0,57,0,128,25,1,23,20,0,0,0,0,0,0,6,46,0,0,0,96,0,0,0,0,0,55,0,2,1,0,0,0,0,0,60,0,0,0,0,62,1,0,3,0,0,17,3,0,25,72,0,0,0,0,0,0,0,0,2,2,1,35,56,0,62,0,86,0,0,100,56,88,0,26,0,57,0,0,2,73,81,0,0,0,0,0,77,23,0,0,17,114
201,0,0,0,9,13,0,8,4,2,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,1,3,5,0,0,4,23,9,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,22,0,0,0,0,2,4,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,3,0,12,20,0,0,2,25,3,0,15,8,9,0,7,3,19,4,0,3,4,0,0,0,0,0,2,1,10,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,1,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,9,0,2,0,10,0,0,12,6,4,0,1,0,12,0,0,0,12,6,0,0,0,0,0,10,1,0,0,9,8
202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
223,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
