grid_id,Anairetes parulus,Anarhynchus falklandicus,Anas bahamensis,Anas flavirostris,Anas georgica,Anser anser,Anthus correndera,Aphrastura spinicauda,Aptenodytes patagonicus,Ardea ibis,Ardenna gravis,Ardenna grisea,Arenaria interpres,Asio flammeus,Asthenes anthoides,Astur chilensis,Attagis malouinus,Bubo magellanicus,Buteo ventralis,Calidris alba,Calidris bairdii,Calidris canutus,Calidris fuscicollis,Calidris himantopus,Calidris melanotos,Calidris pusilla,Calidris virgata,Campephilus magellanicus,Caracara plancus,Cathartes aura,Charadrius semipalmatus,Chionis albus,Chloephaga hybrida,Chloephaga picta,Chloephaga poliocephala,Chloephaga rubidiceps,Chroicocephalus maculipennis,Cinclodes antarcticus,Cinclodes fuscus,Cinclodes oustaleti,Cinclodes patagonicus,Circus cinereus,Cistothorus platensis,Colorhamphus parvirostris,Columba livia,Coscoroba coscoroba,Curaeus curaeus,Cygnus melancoryphus,Daption capense,Daptrius albogularis,Daptrius australis,Daptrius chimango,Diomedea epomophora,Diomedea exulans,Diuca diuca,Egretta thula,Elaenia albiceps,Enicognathus ferrugineus,Eudyptes chrysocome,Eudyptes chrysolophus,Falco femoralis,Falco peregrinus,Falco sparverius,Fregetta tropica,Fulica armillata,Fulica leucoptera,Fulica rufifrons,Fulmarus glacialoides,Gallinago magellanica,Gallinula galeata,Geositta antarctica,Geositta cunicularia,Geranoaetus melanoleucus,Geranoaetus polyosoma,Glaucidium nana,Haematopus ater,Haematopus leucopodus,Haematopus palliatus,Halobaena caerulea,Hirundo rustica,Larus dominicanus,Leistes loyca,Leptasthenura aegithaloides,Lessonia rufa,Leucocarbo atriceps,Leucocarbo magellanicus,Leucophaeus pipixcan,Leucophaeus scoresbii,Limosa haemastica,Lophonetta specularioides,Macronectes giganteus,Macronectes halli,Mareca sibilatrix,Megaceryle torquata,Melanodera melanodera,Melanodera xanthogramma,Merganetta armata,Mimus saturninus,Muscisaxicola capistratus,Muscisaxicola flavinucha,Muscisaxicola maclovianus,Nannopterum brasilianum,Neoxolmis rufiventris,Netta peposaca,Numenius phaeopus,Nycticorax nycticorax,Oceanites oceanicus,Oreopholus ruficollis,Pachyptila belcheri,Pachyptila desolata,Pardirallus sanguinolentus,Passer domesticus,Patagioenas araucana,Pelecanoides magellani,Pelecanoides urinatrix,Petrochelidon pyrrhonota,Phalaropus tricolor,Phoebetria palpebrata,Phoenicopterus chilensis,Phrygilus gayi,Phrygilus patagonicus,Pitangus sulphuratus,Pluvialis dominica,Pluvialis squatarola,Pluvianellus socialis,Podiceps major,Podiceps occipitalis,Poikilocarbo gaimardi,Procellaria aequinoctialis,Pterodroma mollis,Puffinus puffinus,Pygarrhichas albogularis,Pygochelidon cyanoleuca,Pygoscelis antarcticus,Pygoscelis papua,Pyrope pyrope,Rhopospina fruticeti,Riparia riparia,Rollandia rolland,Rynchops niger,Scytalopus magellanicus,Sephanoides sephaniodes,Sicalis lebruni,Spatula cyanoptera,Spatula platalea,Spatula versicolor,Speculanas specularis,Spheniscus magellanicus,Spinus barbatus,Stercorarius antarcticus,Stercorarius chilensis,Stercorarius maccormicki,Sterna hirundinacea,Sterna paradisaea,Strix rufipes,Tachycineta leucopyga,Tachyeres patachonicus,Tachyeres pteneres,Thalassarche chrysostoma,Thalassarche melanophris,Thalasseus elegans,Theristicus melanopis,Thinocorus rumicivorus,Tringa flavipes,Tringa melanoleuca,Troglodytes musculus,Turdus falcklandii,Tyrannus melancholicus,Tyrannus savana,Tyrannus tyrannus,Tyto furcata,Upucerthia dumetaria,Vanellus chilensis,Vultur gryphus,Zenaida auriculata,Zenaida meloda,Zonibyx modestus,Zonotrichia capensis
230,815,0,0,516,702,0,18,1663,3,7,0,13,0,2,2,79,3,17,9,0,14,0,28,0,0,0,0,922,981,122,0,8,436,1699,492,0,56,7,237,89,444,10,80,122,20,29,394,805,1,160,5,1664,0,0,0,0,1270,994,0,0,0,21,107,0,5,5,0,54,144,0,0,0,417,16,362,173,322,0,2,19,1053,59,0,300,637,488,3,320,0,986,235,6,222,79,0,31,5,0,0,40,275,327,0,1,1,177,1,0,0,0,17,118,0,3,2,0,0,0,0,0,1545,0,0,0,0,1400,4,0,1,0,0,732,34,0,6,660,0,0,26,0,111,49,0,2,54,9,500,54,1120,0,282,0,309,0,22,1160,771,777,0,205,0,653,2,1,0,1257,1615,0,3,0,3,0,584,601,6,0,33,1482
231,71,0,0,34,23,0,0,152,0,0,1,1,0,1,0,16,0,1,1,0,2,0,3,0,0,0,0,79,110,3,0,1,22,107,64,0,7,1,31,6,20,1,6,20,2,3,31,29,0,11,1,152,0,0,0,0,98,59,0,0,0,3,5,0,0,1,0,0,11,0,0,0,21,0,18,5,6,0,0,4,36,5,0,11,29,13,0,11,0,40,4,1,11,8,0,2,2,0,0,13,48,16,0,0,0,17,0,0,0,0,0,9,0,0,0,0,0,0,0,0,144,0,0,0,0,23,0,0,0,0,0,26,2,0,0,80,0,0,0,0,6,1,0,0,5,0,16,2,102,0,12,0,10,0,4,93,29,33,0,7,0,110,0,0,0,77,144,0,0,0,0,0,85,28,0,0,2,130
232,36,0,0,12,9,0,4,105,1,0,0,1,0,0,0,7,2,0,1,0,0,0,1,0,0,0,0,33,70,19,0,4,19,74,32,0,3,6,12,0,8,0,0,8,1,2,27,16,0,18,1,157,0,0,0,0,76,42,1,0,0,9,6,0,0,0,0,1,3,0,0,0,33,3,6,0,6,0,0,1,45,0,0,9,35,13,0,15,0,36,11,0,6,11,0,7,0,0,0,3,26,4,0,0,0,14,0,0,0,0,0,30,0,0,0,0,0,0,0,0,121,0,0,0,0,23,0,0,0,0,0,29,1,0,1,50,0,0,1,0,3,13,0,0,3,0,7,3,87,0,10,0,10,0,6,53,28,18,0,6,0,62,0,0,0,66,128,0,0,0,0,0,126,21,0,0,1,133
233,371,4,52,2683,2238,24,796,1008,29,53,9,36,2,28,29,85,11,13,8,4,927,0,1145,2,0,0,0,249,1424,1147,0,29,2682,3342,538,0,2116,27,815,409,1221,22,156,81,775,30,349,66,13,299,10,4493,3,0,1,10,765,517,0,0,4,56,439,2,27,125,2,137,1014,0,0,0,375,23,74,1255,1487,3,0,15,5957,834,0,1404,3114,1869,147,5733,29,5190,1875,62,1945,86,0,131,0,0,1,113,582,1030,0,8,8,2008,6,0,2,1,9,2097,12,16,1,1,32,3,2,0,1312,0,0,0,0,254,25,0,11,1,1,281,65,12,17,568,2,0,157,0,24,88,0,33,2102,17,46,105,1051,4,1171,1,2767,0,53,2045,3111,1585,3,426,0,1259,2,30,32,773,1464,0,5,0,11,0,4229,260,27,0,750,2604
234,40,1,0,258,264,0,65,133,33,24,4,45,1,1,17,24,2,0,1,1,62,0,76,0,0,0,1,29,466,608,0,57,895,640,63,0,416,52,108,70,263,6,23,3,232,5,19,13,35,166,10,1190,12,7,0,1,58,96,0,0,2,5,101,10,58,14,2,209,96,0,0,0,131,8,2,293,222,0,13,1,2424,170,0,155,1551,859,5,2039,6,877,1407,59,289,51,0,6,2,6,0,12,65,251,0,0,1,436,79,0,6,4,0,834,0,44,4,0,4,6,2,0,219,0,0,0,0,47,30,0,56,10,1,14,31,0,15,82,0,0,98,0,0,1,0,3,155,6,19,191,167,3,987,3,950,0,2,396,587,360,12,490,0,270,1,4,4,93,247,0,1,0,0,0,756,68,5,0,89,500
235,127,0,0,17,28,0,3,309,3,0,0,30,0,1,14,18,0,8,2,0,1,0,7,0,0,0,0,54,329,147,0,5,109,117,8,0,13,3,48,19,43,0,51,19,1,0,22,0,3,139,2,377,0,0,0,0,162,63,0,0,0,3,16,0,0,0,0,59,3,0,0,0,109,1,4,50,13,0,0,0,482,98,0,46,337,131,0,258,0,40,271,14,22,22,0,2,0,0,0,2,50,27,0,0,1,26,2,0,0,0,0,25,0,1,0,0,0,0,0,0,343,6,0,0,0,9,1,0,10,0,1,59,3,0,4,208,0,0,1,0,0,15,0,0,4,0,8,49,174,3,220,0,137,0,0,100,48,52,2,160,0,63,0,0,0,212,215,0,0,0,3,0,97,67,1,0,2,295
236,16,0,0,1,6,0,7,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,11,0,0,8,16,2,0,1,1,14,2,11,0,1,0,0,0,1,0,0,4,2,26,0,0,0,0,13,4,0,0,0,0,5,0,0,0,0,3,4,0,0,0,2,0,0,19,2,0,0,0,26,9,0,7,27,20,0,18,0,4,13,0,0,0,0,0,0,0,0,1,7,7,0,0,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,30,0,0,0,0,3,0,0,0,0,0,3,1,0,0,11,0,0,0,0,0,7,0,0,0,0,0,3,15,0,5,0,16,0,0,10,2,7,0,8,0,18,0,0,0,19,12,0,0,0,0,0,20,2,0,0,0,17
237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
240,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,3,0,0,6,9,0,1,19,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3,16,6,0,0,0,15,9,0,4,0,0,0,6,0,3,0,0,1,11,0,0,5,0,30,0,0,0,0,8,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,4,7,0,0,0,14,8,0,9,8,4,0,8,0,15,0,0,8,2,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,9,0,0,0,0,0,0,0,0,11,0,0,0,0,9,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,3,0,4,0,13,0,0,0,8,0,0,14,10,9,0,0,0,13,0,0,0,19,28,0,0,0,0,0,18,2,0,0,1,25
244,1,0,0,0,2,0,5,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,7,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,1,2,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,7,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,7,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,2,1,0,0,0,8
245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,5,2,0,1,0,0,0,194,0,0,0,0,0,0,0,6,43,0,1,0,0,0,2,0,0,0,0,4,76,36,0,0,4,36,8,0,0,0,235,86,20,1,4,1,3,0,7,0,0,102,0,207,0,0,0,0,204,12,0,0,0,1,2,0,0,0,0,0,1,0,0,0,5,3,2,1,1,0,0,0,20,0,0,14,5,0,0,10,0,5,3,0,1,0,0,278,0,0,3,308,358,0,0,0,0,2,0,0,0,0,0,20,0,0,0,0,0,0,0,3,173,0,0,0,0,0,0,0,0,0,0,54,4,0,0,6,0,0,0,0,9,0,0,0,2,1,2,0,223,0,3,0,1,0,0,131,3,4,0,0,0,100,0,0,0,217,268,0,0,0,0,0,63,94,0,0,0,315
279,13,0,0,1,0,0,0,53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,16,9,0,0,0,7,5,0,0,0,19,7,2,0,0,0,0,0,4,0,0,10,0,48,0,0,0,0,35,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,3,0,0,0,2,0,0,0,0,0,0,0,21,0,0,0,20,28,0,0,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,36,0,0,0,0,1,0,0,0,0,0,22,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,36,1,0,0,0,0,0,15,1,0,0,0,0,38,0,0,0,34,38,0,0,0,0,0,19,11,0,0,0,56
280,105,0,0,42,17,0,4,530,0,28,1,2,0,0,0,32,7,2,2,0,3,0,1,0,0,0,0,90,409,309,0,0,16,43,7,0,6,1,45,3,9,2,3,2,38,1,58,3,0,172,2,1233,0,0,0,0,257,271,0,0,1,3,30,0,0,0,0,1,14,0,0,0,159,1,9,6,3,0,0,0,406,5,0,15,15,8,0,30,0,49,17,1,4,5,0,35,0,0,0,32,108,5,0,0,0,28,1,0,0,0,0,547,0,0,0,0,0,0,0,0,567,0,0,0,0,7,0,0,1,0,0,104,2,0,0,228,0,0,0,0,3,0,0,0,1,2,11,5,402,0,21,0,16,0,0,211,8,8,0,11,0,165,0,0,0,218,414,0,0,0,2,0,328,99,0,0,2,462
281,35,0,0,37,9,0,0,166,0,3,0,0,0,0,1,10,0,6,5,0,2,0,0,0,0,0,0,5,1097,637,0,0,65,74,5,0,25,1,16,0,14,0,6,0,8,0,11,0,0,1133,62,1117,0,0,0,0,106,166,0,0,4,4,32,0,0,0,0,1,0,0,0,0,937,9,8,3,3,0,0,0,977,9,0,18,24,3,0,668,0,39,34,0,12,75,0,0,0,0,0,2,36,1,0,0,0,138,0,0,0,0,0,688,0,1,0,1,0,0,0,0,173,0,0,0,0,5,0,0,0,0,0,18,6,0,0,58,0,0,0,0,2,3,0,0,1,0,3,1,235,0,328,0,15,0,3,266,10,6,0,2,0,13,0,0,0,142,95,0,0,0,5,0,131,81,0,0,1,390
282,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2
283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,3,3,0,0,0,0,0,1,0,0,0,0,1
287,8,0,0,2,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,28,0,0,0,0,14,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,16,0,0,0,0,0,9,0,0,0,14,6,0,0,0,0,0,9,7,0,0,0,17
288,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
325,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,9,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,0,0,0,0,7,0,0,0,9,9,0,0,0,0,0,2,0,0,0,0,6
326,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,3
327,10,0,0,10,6,0,0,30,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,36,0,0,0,0,12,10,0,0,0,0,6,0,0,0,0,0,2,0,0,0,12,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,16,0,0,0,15,0,0,0,0,15,0,0,0,0,0,6,0,15,0,0,0,0,0,0,11,9,1,0,0,0,3,0,0,0,19,27,0,0,0,2,0,4,16,0,0,0,30
